"id","title","link","description","image_link","blog","tags","date","df_grouping_id"
"article_613603279187","Vijverpomp Kiezen: Zo Bereken Je het Juiste Debiet en Opvoerhoogte","https://vijvercentrum.nl/blogs/filtratie-techniek/vijverpomp-kiezen-zo-bereken-je-het-juiste-debiet-en-opvoerhoogte","Bereken het juiste debiet en opvoerhoogte voor je vijverpomp. Stap-voor-stap uitleg met rekenvoorbeelden, pompgrafieken en praktische tips van vijverspecialisten.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/pond-pump-with-hoses-connected-to-filter-system-water-flowing-koi-pond-equipment-setup-in-dutch-garden-with-buxus-hedges-brick-path-photorealistic-no-people-no-text.png?v=1774530828","Filtratie & Techniek","filtratie techniek","2026-06-21T07:00:00Z","article"
"article_613602656595","Nitriet- en Nitraatwaarden: Het Verschil en Waarom Beide Belangrijk Zijn","https://vijvercentrum.nl/blogs/waterkwaliteit/nitriet-en-nitraatwaarden-het-verschil-en-waarom-beide-belangrijk-zijn","Ontdek het verschil tussen nitriet en nitraat in je koivijver. Leer welke waarden veilig zijn, herken problemen vroegtijdig en houd je water gezond.","","Waterkwaliteit","waterkwaliteit","2026-06-21T07:00:00Z","article"
"article_613602230611","Kieuwen Controleren bij Koi: Zo Herken Je Kieuwproblemen Vroegtijdig","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/kieuwen-controleren-bij-koi-zo-herken-je-kieuwproblemen-vroegtijdig","Leer hoe je kieuwproblemen bij koi vroegtijdig herkent. Stapsgewijze kieuwcontrole, ziektes herkennen en praktische tips voor gezonde kieuwen.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/close-up-of-a-koi-fish-gill-plate-slightly-lifted-showing-healthy-pink-gill-filaments-koi-held-gently-in-a-blue-inspection-tub-filled-with-pond-water-dutch-garden-pond-visible-in-back.png?v=1776948284","Koi Gezondheid & Verzorging","koi gezondheid","2026-06-21T06:00:00Z","article"
"article_613531091283","Vijverwater Testen: Zo Doe je Dat Stap voor Stap","https://vijvercentrum.nl/blogs/waterkwaliteit/vijverwater-testen-zo-doe-je-dat-stap-voor-stap","Vijverwater testen is een onmisbare routine voor elke vijver- en Koi-liefhebber die de gezondheid van zijn vissen en het evenwicht van de vijver wil waarborgen. Veel hobbyisten beseffen niet dat zelfs helder ogend water geen garantie biedt voor optimale waterwaarden. Juist doordat Koi in korte tijd veel afvalstoffen kunnen produceren, en externe factoren (zoals bladval, regen en temperatuurwisselingen) continu invloed hebben, is regelmatig vijverwater testen dé manier om op tijd problemen te signaleren. In dit uitgebreide magazine-artikel lees je, stap voor stap, hoe je zelf aan de slag kunt m","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/vijverwater-testen-zo-doe-je-dat-stap-voor-stap.webp?v=1772304093","Waterkwaliteit","A2KOI/Ammoniakgehalte/Gezond vijvermilieu/Koi/koivijver/Nitraat/pH/totale hardheid/vijverwater/vijverwater testen/waterkwaliteit/Waterkwaliteit &amp; Filtratie","2026-06-21T06:00:00Z","article"
"article_613531156819","pH, GH en KH: Ontdek de Belangrijkste Waterwaarden in je Koivijver","https://vijvercentrum.nl/blogs/waterkwaliteit/ph-gh-en-kh-ontdek-de-belangrijkste-waterwaarden-in-je-koivijver","In de wereld van koi en sierlijke vijvers draait het niet alleen om prachtige vissen en decoratieve elementen. Een stabiel en gezond watermilieu is minstens zo belangrijk, want Koi zijn gevoelig voor schommelingen in chemische parameters. Drie van de meest bepalende waterwaarden in een koivijver zijn: pH (zuurgraad), GH (totale hardheid) en KH (carbonaathardheid). Hoewel ze op het eerste gezicht vrij technisch klinken, vormen deze parameters de ruggengraat van een gezond ecosysteem waarin koi kunnen floreren. In dit artikel lees je waarom pH, GH en KH zo belangrijk zijn, welke richtlijnen word","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/ph-gh-en-kh-ontdek-de-belangrijkste-waterwaarden-in-je-koivijver.webp?v=1772304098","Waterkwaliteit","Ammoniak/bacteriehuishouding/carbonaathardheid/GH/KH/KH (carbonaathardheid)/koivijver/Mineral/pH/totale hardheid/vijveronderhoud/vijverwater/waterkwaliteit/Waterkwaliteit &amp; Filtratie/waterwaarden/zuurgraad","2026-06-21T04:04:56Z","article"
"article_613530763603","Koi Parasieten Herkennen: Symptomen en Behandelingen","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/koi-parasieten-herkennen-symptomen-en-behandelingen","Koi parasieten kunnen een grote bedreiging vormen voor de gezondheid van je vissen. Wanneer deze parasitaire organismen toeslaan, kunnen ze alles van de slijmlaag tot de vinnen en zelfs de inwendige organen aantasten. Het tijdig herkennen en behandelen van parasieten bij koi is daarom essentieel voor een vitale, kleurrijke vijver. In dit uitgebreide artikel leer je de belangrijkste parasieten herkennen, de symptomen vaststellen en welke behandelingen beschikbaar zijn. Bovendien krijg je praktische tips over preventie, zodat je parasitaire infecties bij koi zo veel mogelijk kunt voorkomen.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/koi-parasieten-herkennen-symptomen-en-behandelingen.jpg?v=1772304076","Koi Gezondheid & Verzorging","Chilodonella/Costia/huid/Immuunsysteem/K/kieuwwormen/Koi/koi parasieten/koi schuren/Koi verzorging en gezondheid/Parasieten/Parasitaire infecties/pH/Stress/Trichodina/waterkwaliteit/White Spot","2026-06-21T01:05:29Z","article"
"article_613604360531","Jumbo Koi Kweken: Welke Soorten Groeien het Grootst?","https://vijvercentrum.nl/blogs/koi-soorten/jumbo-koi-kweken-welke-soorten-groeien-het-grootst","Ontdek welke koi-soorten het grootst worden en hoe je ze kweekt. Met concrete groeicijfers, voertips en vijvereisen voor jumbo koi van 80 cm en groter.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/jumbo-koi-kweken-vijvercentrum.jpg?v=1773090212","Koi Soorten","koi soorten","2026-06-20T22:05:57Z","article"
"article_613604819283","Hoeveel Liter Water Heeft een Koivijver Nodig? Minimale Afmetingen Berekenen","https://vijvercentrum.nl/blogs/vijver-aanleggen/hoeveel-liter-water-heeft-een-koivijver-nodig-minimale-afmetingen-berekenen","Bereken hoeveel liter water jouw koivijver nodig heeft. Met formules, rekenvoorbeelden en advies over minimale diepte, pomp en filter per vijvergrootte.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/top-down-aerial-view-of-a-rectangular-koi-pond-being-measured-with-a-yellow-measuring-tape-stretched-across-the-width-crystal-clear-water-revealing-colorful-koi-swimming-below-a-noteb.png?v=1774300532","Vijver Aanleggen","vijver aanleggen","2026-06-20T09:00:00Z","article"
"article_613531058515","Vijverpomp Problemen: Zo Los je ze Op en Voorkom je Storingen","https://vijvercentrum.nl/blogs/filtratie-techniek/vijverpomp-problemen-zo-los-je-ze-op-en-voorkom-storingen","Vijverpompen vormen het hart van vele tuinen en vijvers: zonder een goede pomp blijft het water troebel, krijgen je vissen te weinig zuurstof en functioneert je filter niet optimaal. Maar wat als je pomp ineens een foutcode weergeeft, of merkbaar minder water transporteert? In deze uitgebreide gids ontdek je hoe je vijverpomp storingen herkent, welke stappen je kunt zetten om ze op te lossen, en waarom foutcodes eerder een hulpmiddel dan een probleem zijn. We bespreken oplossingen van vijverpomp problemen van meerdere bekende merken – van Aquaforte en SuperFish tot Oase, Pontec en AquaKing – z","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/aquaforte-vijverpomp-met-externe-controller-en-verpakking-klaarliggend-op-een-vlonder-bij-een-vijver-e1738189195273.webp?v=1772304092","Filtratie & Techniek","AquaForte/oplossingen/pH/Preventief onderhoud/problemen/Producten &amp; Innovaties/spanning/Spanningsfouten/Storingen/verstoppingen/vijver/vijverpomp/Vijverpomp problemen/voer/Watercirculatie","2026-06-20T09:00:00Z","article"
"article_613529977171","Alles Wat Je Moet Weten Over Butterfly Koi","https://vijvercentrum.nl/blogs/koi-soorten/butterfly-koi","Wat Zijn Butterfly Koi? Butterfly koi, ook wel vlindervinnen koi genoemd, zijn een bijzondere en relatief jonge variëteit van koi. Ze staan bekend om hun lange, sierlijke vinnen die zich als vleugels uitstrekken, waardoor ze lijken te dansen in het water. Maar wat maakt deze vissen zo uniek? In dit uitgebreide overzicht duiken we in hun geschiedenis, genetische oorsprong, onderscheidende kenmerken en waarom ze zo geliefd zijn bij koi-liefhebbers wereldwijd.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/alles-wat-je-moet-weten-over-butterfly-koi.webp?v=1772304035","Koi Soorten","Japanse Koi/Koi/Koi Soorten &amp; Variëteiten/pH/variëteiten","2026-06-20T09:00:00Z","article"
"article_613605966163","Klei in de Koivijver: Montmorilloniet, Bentoniet en Andere Mineraalklei","https://vijvercentrum.nl/blogs/waterkwaliteit/klei-in-de-koivijver-montmorilloniet-bentoniet-en-andere-mineraalklei","Mineraalklei voor je koivijver: leer het verschil tussen montmorilloniet en bentoniet, de juiste dosering per seizoen en vermijd de 5 meest gemaakte fouten.","","Waterkwaliteit","waterkwaliteit","2026-06-20T07:00:00Z","article"
"article_613603180883","De Perfecte GH- en KH-waarden voor een Koivijver: Een Compleet Overzicht","https://vijvercentrum.nl/blogs/waterkwaliteit/de-perfecte-gh-en-kh-waarden-voor-een-koivijver-een-compleet-overzicht","Leer de ideale GH- en KH-waarden voor je koivijver. Praktische meetinstructies, richtwaarden en tips om je waterwaarden stabiel te houden.","","Waterkwaliteit","waterkwaliteit","2026-06-20T07:00:00Z","article"
"article_613603049811","Bruinig Vijverwater: Tannines, Humus en Hoe Je het Oplost","https://vijvercentrum.nl/blogs/waterkwaliteit/bruinig-vijverwater-tannines-humus-en-hoe-je-het-oplost","Bruin vijverwater door tannines en humus? Ontdek de oorzaken en los het op in 5 stappen. Praktische tips van vijverspecialisten voor helder water.","","Waterkwaliteit","waterkwaliteit","2026-06-20T07:00:00Z","article"
"article_613602984275","Schuim op het Vijverwater: Oorzaken en Oplossingen","https://vijvercentrum.nl/blogs/waterkwaliteit/schuim-op-het-vijverwater-oorzaken-en-oplossingen","Schuim op je vijver? Ontdek de oorzaken van wit en groen schuim, wanneer het gevaarlijk is en hoe je het stap voor stap verwijdert. Met meetwaarden en seizoenstips.","","Waterkwaliteit","waterkwaliteit","2026-06-20T07:00:00Z","article"
"article_613602132307","Zoutbaden voor Koi: Wanneer Wel en Wanneer Niet?","https://vijvercentrum.nl/blogs/koi-gezondheid-verzorging/zoutbaden-voor-koi-wanneer-wel-en-wanneer-niet","Leer wanneer een zoutbad je koi helpt herstellen en wanneer het juist schade veroorzaakt. Met doseringen, stappen en seizoenstips van specialisten.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/a-blue-plastic-tub-filled-with-pond-water-for-a-koi-salt-bath-treatment-a-green-fish-net-resting-on-the-edge-a-pile-of-coarse-white-salt-on-a-digital-kitchen-scale-next-to-a-garden-po.png?v=1774383502","Koi Gezondheid & Verzorging","koi gezondheid","2026-06-20T07:00:00Z","article"
"article_613531746643","Stille luchtpomp voor de vijver: de stilste modellen in 2026","https://vijvercentrum.nl/blogs/filtratie-techniek/vijverbeluchting-zonder-overlast-dit-zijn-de-stilste-luchtpompen-in-2025","Een goed beluchte vijver is essentieel voor het welzijn van je Koi, zeker in de zomer. Maar wat als je aan de vijverrand zit en voortdurend gestoord wordt door het gebrom van je luchtpomp? Gelukkig zijn er inmiddels tal van stille oplossingen beschikbaar. In dit artikel zetten we de stilste luchtpompen vijver 2025 voor je op een rij en leggen we uit hoe je met minimale overlast zorgt voor maximale zuurstofvoorziening.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/vijverbeluchting-zonder-overlast-dit-zijn-de-stilste-luchtpompen-in-2025.webp?v=1772304127","Filtratie & Techniek","Beluchting/Koi/koivijver/lucht/luchtstenen/Producten &amp; Innovaties/stille luchtpomp/vijver/Waterkwaliteit &amp; Filtratie/zuurstoftekort","2026-06-20T07:00:00Z","article"
"article_613529747795","Koi soorten: de 11 bekendste koivariaties voor jouw vijver","https://vijvercentrum.nl/blogs/koi-soorten/van-kohaku-tot-tancho-de-11-mooiste-koi-soorten-voor-jouw-vijverbekende-koi-soorten-een-gids-voor-koi-liefhebbers","Koi-karpers zijn wereldwijd geliefd om hun kleurenpracht en sierlijke verschijning. De Japanse koi heeft vele variëteiten, elk met unieke kleuren, patronen en kenmerken die koi-liefhebbers aanspreken. In dit artikel bespreken we enkele van de bekendste koi-soorten die je in veel vijvers zult tegenkomen. Of je nu net begint met de koi-hobby of een ervaren liefhebber bent, deze gids geeft je inzicht in de verschillende soorten en helpt je bij het kiezen van de perfecte koi voor jouw vijver.","https://cdn.shopify.com/s/files/1/0998/4059/0163/articles/van-kohaku-tot-tancho-de-11-mooiste-koi-soorten-voor-jouw-vijverbekende-koi-soorten-een-gids-voor-koi-liefhebbers.webp?v=1772304017","Koi Soorten","Japanse Koi/Kohaku/Sanke/Showa/Showa Sanshoku/Taisho Sanke","2026-06-20T07:00:00Z","article"
"article_614625411411","Hoe bereken je de jaarlijkse stroomkosten van je vijverpomp?","https://vijvercentrum.nl/blogs/waterkwaliteit/stroomkosten-vijverpomp-berekenen","De jaarlijkse stroomkosten van je vijverpomp bereken je met een eenvoudige formule: vermogen in watt gedeeld door 1000, maal het aantal draaiuren per jaar, maal de prijs per kWh. Een vijverpomp van 50 watt die het hele jaar continu draait verbruikt ongeveer 438 kWh en kost bij 0,30 euro per kWh rond de 131 euro per jaar. Hieronder lees je stap voor stap hoe je het uitrekent, met voorbeelden, en hoe je flink op die kosten bespaart. Welke formule gebruik je voor stroomkosten? De basisformule is: (watt / 1000) x draaiuren x prijs per kWh = kosten per jaar in euro. Het vermogen in watt vind je op ","","Waterkwaliteit","besparen/energieverbruik/kWh/stroomkosten/vijverpomp/watt","2026-06-09T12:00:00Z","article"
"article_614625313107","Welke onderwaterpomp kies je voor een fontein of waterornament?","https://vijvercentrum.nl/blogs/filtratie-techniek/onderwaterpomp-fontein-waterornament-kiezen","Een onderwaterpomp voor een fontein of waterornament kies je op de benodigde opbrengst (liters per uur) bij de werkelijke opvoerhoogte. Voor een klein waterornament of spuwer volstaat vaak 300 tot 1000 liter per uur, voor een hoge fontein of cascade reken je op meer. Kijk altijd naar de pompcurve: de opbrengst daalt naarmate het water hoger of verder gepompt moet worden. Hieronder lees je hoe je de juiste onderwaterpomp kiest en welke slangdiameter en aansluiting je nodig hebt. Wat is een onderwaterpomp en waarvoor gebruik je hem? Een onderwaterpomp staat onder water, meestal op de bodem van d","","Filtratie & Techniek","fonteinpomp/onderwaterpomp/spuwer/vijverpomp/waterornament/waterval","2026-06-09T07:00:00Z","article"
"article_614624887123","Hoe kies je een vijverfontein of fonteinpomp?","https://vijvercentrum.nl/blogs/filtratie-techniek/vijverfontein-fonteinpomp-kiezen","Een fonteinpomp kies je op basis van het gewenste spuitbeeld en de hoogte van de straal. De pomp moet genoeg opbrengst (liters per uur) en opvoerhoogte hebben om de fonteinkop op de gewenste hoogte te laten spuiten. Voor een kleine sierfontein volstaat vaak een pomp van 500 tot 1500 liter per uur, voor een hoge straal of meerdere koppen heb je meer nodig. Hieronder lees je hoe je opbrengst, opvoerhoogte en fonteinkop op elkaar afstemt. Wat doet een fonteinpomp precies? Een fonteinpomp pompt water omhoog naar een fonteinkop of sproeier die het water in een patroon de lucht in spuit. Naast het s","","Filtratie & Techniek","fontein/fonteinpomp/spuitbeeld/vijverfontein/vijverpomp","2026-06-08T12:00:00Z","article"
"article_614624592211","Welk vijvernet of afdeknet bescherming kies je?","https://vijvercentrum.nl/blogs/vijveronderhoud/welk-vijvernet-afdeknet-kiezen","Een vijvernet of afdeknet houdt bladeren, reigers en katten uit je vijver. Voor bladval kies je een fijnmazig afdeknet (maaswijdte rond 1 centimeter), voor bescherming tegen reigers een steviger net dat je strak opspant boven het water. De juiste keuze hangt af van het doel: bladeren tegenhouden in de herfst, vissen beschermen tegen rovers, of beide. Hieronder lees je welk net past bij jouw vijver en hoe je het strak en veilig spant. Waarvoor gebruik je een vijvernet? Een net heeft grofweg drie functies. Ten eerste houdt het bladeren tegen in de herfst, zodat er minder blad op de bodem belandt","","Vijveronderhoud","afdeknet/bladval/onderhoud/reiger/vijver/vijvernet","2026-06-08T07:00:00Z","article"
